"case","serial","ref","questnnr","mode","started","am01","am02_01","am02_02","am03_01","am03_02","am04","am05","am06","am07","am08","am08_01","am08_02","am08_03","am08_04","am08_05","am08_06","am08_07","am08_08","am08_09","am08_11","am08_12","am08_13","am08_10","am08_10a","am09","am09_01","am09_02","am09_03","am09_04","am09_05","am09_06","am09_07","am09_08","am09_09","am09_11","am09_12","am09_10","am09_10a","am10","am10_01","am10_02","am10_03","am10_04","am10_05","am10_06","am10_07","am10_07a","am11","am11_05","am12","am13","am13_01","am13_02","am13_03","am13_04","am13_05","am13_06","am13_07","am13_08","am14","am14_09","am15","am15_12","am17","am17_01","am17_02","am17_03","am17_04","am17_05","am17_06","am17_07","am17_12","am17_08","am17_09","am17_10","am17_11","am18","am19","am20_01","am22","am23","am24","am24_02","am25","am25_02","am27","am29","am30","gh02_01","gh03_01","gh03_02","gh03_03","gh03_04","gh03_05","gh03_06","gh03_07","gh03_08","gh03_09","gh03_10","gh03_11","gh03_12","gh03_13","gh04_01","gh05_01","gh06_01","gh07_01","gh08_01","gh08_02","gh08_03","gh09_01","gh09_02","gh10_01","gh11_01","gh11_02","gh12_01","lo01_01","lo01_02","lo01_03","lo01_04","lo01_05","lo01_06","lo01_07","lo01_08","lo01_09","lo01_10","so01_01","so02_01","sw02_01","sw02_02","sw02_03","sw02_04","sw02_05","sw02_06","sw02_07","sw02_08","sw02_09","sw02_10","ie01_01","ie01_02","ie01_03","ie01_04","os02","os03","os04","br01_01","br01_02","br01_03","br01_04","br01_05","br01_06","pt02_01","pt02_02","pt02_03","pt02_04","pt02_05","pt01_01","pt01_02","pt01_03","pt01_04","pt01_05","pt06_01","pt03_01","pt05_01","pt04","rc01_01","rc02_01","time001","time002","time003","time004","time005","time006","time007","time008","time009","time010","time011","time012","time013","time014","time015","time016","time017","time018","time019","time020","time021","time022","time023","time024","time025","time026","time_sum","mailsent","lastdata","finished","q_viewer","lastpage","maxpage","missing","missrel","time_rsi","deg_time","kuerzel","geburtsdatum","geschlecht","gruppe","fall","gbs_code","runde2","fall_runde2","runde1","vollstaendig","nurwelle2","welle2","welle"
740,"LXHXTC86TV",NA,"Resilienz_und_politische_Teilhabe04","interview",2017-10-08 20:48:20,"männlich",NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hochschulabschluss",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 000	 bis unter	2 250 Euro",NA,2,3,4,4,4,3,4,4,4,3,4,4,4,4,3,2,3,3,3,3,3,1,1,1,1,1,1,4,5,2,4,5,3,2,4,2,4,6,2,3,3,3,3,3,3,3,3,3,3,4,4,2,2,"3 - 5","viel Anteilnahme und Interesse","einfach",4,2,4,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,2,FALSE,NA,"CHRO81",15,96,230,38434,7,7,600901,26,350603,27,11,4,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,624,NA,2017-10-20 07:54:35,TRUE,FALSE,13,13,0,0,0.85,9,"CHRO81",1981-03-05,"männlich","NEGATIV",160,"GBS-04352","JA",740,1,NA,NA,TRUE,"Welle 2"
1116,"LYPVX1XG86",NA,"Resilienz_und_politische_Teilhabe05","interview",2017-11-03 10:36:44,"männlich",1977-04-11,40,178,84,"nicht zutreffend",NA,"nicht zutreffend",NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Deutschland",NA,"Nein",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hochschulabschluss",NA,"Promotion",NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Eins","Nein",41,"Beamter/Beamtin, Richter/-in, Berufssoldat/-in","Geschieden","mehrere Personen, und zwar:",3,"mehrere Personen, und zwar:",2,"6 000	 bis unter 	7 500 Euro","3 500	 bis unter 	3 750 Euro","Gleich gesund/ gleichhäufig krank",3,4,2,2,4,4,2,4,3,2,2,4,3,3,2,2,3,3,3,3,2,1,1,1,1,1,1,4,4,2,4,5,3,2,5,3,5,5,4,3,3,3,3,3,4,3,3,3,4,4,5,2,2,"6 oder mehr","viel Anteilnahme und Interesse","sehr einfach",4,1,4,2,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,5,TRUE,"MAGR77",NA,7,31,26,4,NA,3,NA,13,16,NA,8,13,20,83,8,768,67,8,11,57,362,20,32,15,3,9,694,NA,2017-11-03 11:03:09,TRUE,FALSE,26,26,0,0,1.49,30,"MAGR77",1977-04-11,"männlich","NULL",1116,"GBS-34701",NA,NA,NA,"JA",1,TRUE,"Welle 2"
509,"M1KCSDD82X",NA,"Resilienz_und_politische_Teilhabe02","interview",2017-09-23 08:36:47,"weiblich",1973-12-16,43,173,78,"nicht zutreffend",NA,"nicht zutreffend",NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Deutschland",NA,"Nein",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hochschulabschluss",NA,"Universitätsabschluss (z. B. Diplom, Magister, Staatsexamen, Master)",NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Eins","Nein",40,"Angestellte(r)","Verheiratet und lebe mit meinem/r Ehepartner/-in zusammen","mehrere Personen, und zwar:",2,"mehrere Personen, und zwar:",2,"5 500	 bis unter	6 000 Euro","2 750	 bis unter 	3 000 Euro","Gleich gesund/ gleichhäufig krank",3,4,2,2,4,4,4,4,4,4,4,4,4,4,2,3,3,3,3,3,2,1,1,1,1,1,1,5,5,1,5,5,4,1,4,1,5,7,1,3,3,3,3,3,3,4,3,3,3,4,4,1,1,"6 oder mehr","sehr viel Anteilnahme und Interesse","sehr einfach",4,2,4,2,4,1,NA,NA,NA,NA,NA,4,4,4,5,4,NA,5,NA,NA,"BEMI73",NA,38,59,25,5,NA,8,NA,20,8,NA,13,36,24,244,11,131,78,11,7,84,26,31,47,70,8,NA,823,NA,2017-09-23 08:53:11,TRUE,FALSE,25,25,0,0,1.11,9,"BEMI73",1973-12-16,"weiblich","NEGATIV",509,"GBS-17251","JA",1088,1,NA,NA,FALSE,"Welle 1"
1088,"M1KCSDD82X",NA,"Resilienz_und_politische_Teilhabe04","interview",2017-10-29 20:18:55,"weiblich",NA,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hochschulabschluss",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 750	 bis unter 	3 000 Euro",NA,1,4,4,4,4,4,4,4,3,4,4,4,4,4,4,2,4,3,3,3,3,1,1,1,1,1,1,5,5,1,5,5,2,1,5,1,5,7,1,4,3,4,3,3,4,4,3,3,4,5,4,1,1,"6 oder mehr","sehr viel Anteilnahme und Interesse","sehr einfach",4,1,4,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,5,TRUE,NA,"BEMI73",36,26,142,206,10,11,110,29,29,62,10,7,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,688,NA,2017-10-29 20:30:23,TRUE,FALSE,13,13,0,0,0.9,4,"BEMI73",1973-12-16,"weiblich","NEGATIV",509,"GBS-17251","JA",1088,1,NA,NA,TRUE,"Welle 2"
251,"M22SV4WEVN",NA,"Resilienz_und_politische_Teilhabe02","interview",2017-09-17 21:55:06,"weiblich",1954-03-18,63,162,72,"nicht zutreffend",NA,"nicht zutreffend",NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,4,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Deutschland",NA,"Nein",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Realschulabschluss (Mittlere Reife)",NA,"Ausbildung an einer Fach-, Meister-, Technikerschule, Berufs- oder Fachakademie abgeschlossen",NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Nicht abhängig beschäftigt","Nein",40,"Angestellte(r)","Geschieden","eine Person",NA,"eine Person",NA,"2 500 	 bis unter 	2 750 Euro","2 500 	 bis unter 	2 750 Euro","Gesünder/ weniger oft krank",2,3,4,4,3,3,4,3,3,4,3,4,4,3,3,2,3,3,3,3,3,1,1,1,1,1,1,3,4,2,4,4,4,2,4,3,4,3,5,4,3,4,3,4,3,3,3,4,4,4,4,1,2,"6 oder mehr","weder viel noch wenig","möglich",4,2,5,1,4,1,NA,NA,NA,NA,NA,4,4,2,5,2,NA,5,NA,NA,"GARA54",NA,105,83,40,8,NA,9,NA,44,10,NA,24,96,131,112,14,300,111,51,12,89,33,48,70,71,27,NA,1340,NA,2017-09-17 22:19:54,TRUE,FALSE,25,25,0,0,0.67,0,"GARA54",1954-03-18,"weiblich","NEGATIV",251,"GBS-22753","JA",886,1,NA,NA,FALSE,"Welle 1"
886,"M22SV4WEVN",NA,"Resilienz_und_politische_Teilhabe04","interview",2017-10-11 11:04:43,"weiblich",NA,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Realschulabschluss (Mittlere Reife)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 500 	 bis unter 	2 750 Euro",NA,2,3,4,4,3,3,4,4,3,4,3,4,4,4,3,2,3,3,3,3,3,2,2,1,1,1,1,3,5,2,3,4,4,2,4,3,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,2,2,"3 - 5","viel Anteilnahme und Interesse","möglich",4,3,4,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,5,TRUE,NA,"Gara54",56,60,241,141,31,11,73,31,102,139,22,9,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,928,NA,2017-10-11 11:21:44,TRUE,FALSE,13,13,0,0,0.54,0,"GARA54",1954-03-18,"weiblich","NEGATIV",251,"GBS-22753","JA",886,1,NA,NA,TRUE,"Welle 2"
1070,"M34QQYV6ZX",NA,"Resilienz_und_politische_Teilhabe05","interview",2017-10-24 06:52:58,"männlich",1963-08-17,54,183,95,"nicht zutreffend",NA,"nicht zutreffend",NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Deutschland",NA,"Nein",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hochschulabschluss",NA,"Universitätsabschluss (z. B. Diplom, Magister, Staatsexamen, Master)",NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Eins","Nein",40,"Beamter/Beamtin, Richter/-in, Berufssoldat/-in","Verheiratet und lebe mit meinem/r Ehepartner/-in zusammen","mehrere Personen, und zwar:",4,"mehrere Personen, und zwar:",2,"Angabe verweigert","Angabe verweigert","Viel gesünder/ viel weniger krank",2,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,3,3,3,3,3,1,1,1,1,1,1,3,5,2,5,5,4,1,5,1,5,6,2,4,4,4,4,4,4,4,4,4,4,5,5,2,2,"3 - 5","sehr viel Anteilnahme und Interesse","möglich",5,1,5,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,TRUE,"PEHU63",NA,125,19,18,4,NA,3,NA,15,4,NA,5,15,13,29,8,114,64,7,6,31,42,54,31,10,3,6,626,NA,2017-10-24 07:03:25,TRUE,FALSE,26,26,0,0,1.84,45,"PEHU63",1963-08-17,"männlich","NULL",1070,"GBS-30524",NA,NA,NA,"JA",1,TRUE,"Welle 2"
489,"M3X7GTBQ4U",NA,"Resilienz_und_politische_Teilhabe03","interview",2017-09-22 18:34:38,"männlich",1955-10-25,61,194,69,"nicht zutreffend",NA,"nicht zutreffend",NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Deutschland",NA,"Nein",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Realschulabschluss (Mittlere Reife)",NA,"Beruflich-betriebliche Berufsausbildung (Lehre) abgeschlossen",NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Eins","Nein",38,"Angestellte(r)","Verheiratet und lebe mit meinem/r Ehepartner/-in zusammen","mehrere Personen, und zwar:",2,"eine Person",NA,"2 000	 bis unter	2 250 Euro","2 000	 bis unter	2 250 Euro","Gleich gesund/ gleichhäufig krank",3,3,2,2,3,3,4,3,3,3,4,4,4,3,3,2,3,2,3,3,3,1,2,1,2,1,1,3,4,2,3,5,4,3,3,3,2,4,4,4,3,3,3,2,3,3,2,2,3,3,3,2,3,"3 - 5","weder viel noch wenig","möglich",2,3,4,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,"GÜDI55",NA,7,88,32,5,NA,16,NA,163,7,NA,7,27,31,39,6,118,56,10,5,854,20,43,31,10,NA,NA,643,NA,2017-09-22 19:00:53,TRUE,FALSE,24,24,0,0,1.36,27,"GÜDI55",1955-10-25,"männlich","NULL",489,"GBS+00199",NA,NA,1,NA,NA,FALSE,"Welle 1"
674,"M3X7GTBQ4U",NA,"Resilienz_und_politische_Teilhabe04","interview",2017-10-08 12:22:47,"männlich",NA,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Realschulabschluss (Mittlere Reife)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 000	 bis unter	2 250 Euro",NA,2,3,3,3,4,4,3,3,3,3,4,4,3,4,3,2,3,3,3,3,3,1,1,1,1,1,1,3,4,1,4,5,3,3,3,2,2,5,3,4,3,3,3,3,3,3,3,3,3,4,4,2,2,"3 - 5","viel Anteilnahme und Interesse","möglich",3,3,4,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,2,TRUE,NA,"MAME85",13,18,152,67,10,12,58,28,26,38,15,6,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,454,NA,2017-10-08 12:30:21,TRUE,FALSE,13,13,0,0,1.11,8,"GÜDI55",1955-10-25,"männlich","NULL",489,"GBS+00199",NA,NA,1,NA,NA,TRUE,"Welle 2"
387,"M4X73UYBGF",NA,"Resilienz_und_politische_Teilhabe02","interview",2017-09-20 21:30:32,"weiblich",1981-10-14,35,174,64,"nicht zutreffend",NA,"nicht zutreffend",NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,3,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Deutschland",NA,"Nein",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hochschulabschluss",NA,"Fachhochschulabschluss (z. B. Diplom, Master)",NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Eins","Nein",40,"Beamter/Beamtin, Richter/-in, Berufssoldat/-in","Verheiratet und lebe mit meinem/r Ehepartner/-in zusammen","mehrere Personen, und zwar:",2,"mehrere Personen, und zwar:",2,"6 000	 bis unter 	7 500 Euro","2 250	 bis unter	2 500 Euro","Viel gesünder/ viel weniger krank",2,4,4,4,4,4,4,4,4,4,3,4,4,4,3,2,3,3,3,3,3,1,1,1,1,1,1,5,3,1,5,5,5,1,4,1,5,6,2,3,4,4,3,3,3,4,4,3,4,5,5,1,1,"3 - 5","sehr viel Anteilnahme und Interesse","möglich",4,4,5,4,5,1,NA,NA,NA,NA,NA,5,3,5,5,5,NA,5,NA,NA,"CADO81",NA,30867,26,47,4,NA,3,NA,18,9,NA,14,40,25,635,24,8343,665,12,8,53,27,48,105,103,10,NA,955,NA,2017-09-21 08:55:18,TRUE,FALSE,25,25,0,0,0.93,9,"CADO81",1981-10-14,"weiblich","NEGATIV",387,"GBS-13186","JA",931,1,NA,NA,FALSE,"Welle 1"
931,"M4X73UYBGF",NA,"Resilienz_und_politische_Teilhabe04","interview",2017-10-12 18:50:05,"weiblich",NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hochschulabschluss",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 250	 bis unter	2 500 Euro",NA,2,4,4,4,4,4,4,4,4,3,4,4,4,4,3,2,3,3,3,3,3,1,1,1,1,1,1,4,3,1,5,5,5,1,5,1,5,6,2,4,4,4,3,3,3,4,4,4,4,5,5,1,1,"1 - 2","weder viel noch wenig","einfach",4,2,5,4,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,5,TRUE,NA,"CADO81",19,33,168,145,8,12,74,29,38,62,15,6,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,666,NA,2017-10-12 19:01:11,TRUE,FALSE,13,13,0,0,0.83,2,"CADO81",1981-10-14,"weiblich","NEGATIV",387,"GBS-13186","JA",931,1,NA,NA,TRUE,"Welle 2"
950,"M6VMVU1117",NA,"Resilienz_und_politische_Teilhabe05","interview",2017-10-13 18:15:13,"weiblich",1995-06-06,22,171,120,"nicht zutreffend",NA,"nicht zutreffend",NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Deutschland",NA,"Nein",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Realschulabschluss (Mittlere Reife)",NA,"Beruflich-betriebliche Berufsausbildung (Lehre) abgeschlossen",NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Nicht abhängig beschäftigt","Nein",50,"keine passende Angabe","Ledig","mehrere Personen, und zwar:",2,"mehrere Personen, und zwar:",2,"2 500 	 bis unter 	2 750 Euro","801	 bis unter 	1 000 Euro","Gleich gesund/ gleichhäufig krank",3,4,4,2,1,3,3,3,4,3,1,3,3,1,2,3,2,2,3,2,1,2,2,2,3,3,2,2,2,5,3,3,3,4,4,3,2,6,2,2,2,3,2,2,3,2,3,3,2,2,4,4,3,"3 - 5","wenig Anteilnahme und Interesse","sehr schwierig",2,3,3,4,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,2,FALSE,"ELGO95",NA,44,78,49,8,NA,3,NA,18,22,NA,7,89,91,115,14,432,103,5,5,105,25,35,42,12,7,6,1315,NA,2017-10-13 18:37:08,TRUE,FALSE,26,26,0,0,1.08,14,"ELGO95",1995-06-06,"weiblich","NULL",950,"GBS-13345",NA,NA,NA,"JA",1,TRUE,"Welle 2"
524,"M8UDYE1FZX",NA,"Resilienz_und_politische_Teilhabe03","interview",2017-09-23 13:57:03,"männlich",1985-08-27,32,169,82,"nicht zutreffend",NA,"nicht zutreffend",NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Deutschland",NA,"Ja",1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Hochschulabschluss",NA,"Fachhochschulabschluss (z. B. Diplom, Master)",NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Zwei","Nein",60,"Angestellte(r)","Ledig","eine Person",NA,"eine Person",NA,"3 500	 bis unter 	3 750 Euro","3 500	 bis unter 	3 750 Euro","Viel gesünder/ viel weniger krank",2,3,2,4,3,4,4,4,4,2,3,3,4,3,3,2,3,3,1,4,3,1,1,1,1,1,1,4,3,2,5,5,5,2,4,2,4,6,2,4,3,3,3,3,3,3,3,3,3,5,5,2,2,"6 oder mehr","weder viel noch wenig","sehr einfach",4,2,4,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,"JÖSC85",NA,75,58,56,9,NA,7,NA,28,16,11,26,66,68,73,36,250,81,18,11,86,35,49,61,11,NA,NA,1131,NA,2017-09-23 14:15:54,TRUE,FALSE,24,24,0,0,0.75,1,"JÖSC85",1985-08-27,"männlich","NULL",524,"GBS-07018","JA",671,1,NA,NA,FALSE,"Welle 1"
671,"M8UDYE1FZX",NA,"Resilienz_und_politische_Teilhabe04","interview",2017-10-08 11:29:39,"männlich",NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hochschulabschluss",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3 500	 bis unter 	3 750 Euro",NA,2,3,3,4,3,4,4,3,3,3,2,4,3,3,3,2,3,3,4,3,3,1,1,1,1,1,1,4,3,2,5,4,5,2,3,2,4,6,2,3,4,3,3,3,4,3,3,3,3,5,4,2,2,"6 oder mehr","weder viel noch wenig","sehr einfach",4,2,4,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,5,TRUE,NA,"JöSc85",15,72,198,99,11,10,76,31,45,54,10,10,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,648,NA,2017-10-08 11:40:27,TRUE,FALSE,13,13,0,0,0.82,0,"JÖSC85",1985-08-27,"männlich","NULL",524,"GBS-07018","JA",671,1,NA,NA,TRUE,"Welle 2"
316,"MBBS63HZG2",NA,"Resilienz_und_politische_Teilhabe01","interview",2017-09-19 18:16:15,"weiblich",1995-11-16,21,162,63,"nicht zutreffend",NA,"nicht zutreffend",NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Deutschland",NA,"Ja",1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Abitur, allgemeine oder fachgebundene Hochschulreife (Gymnasium bzw. EOS)",NA,"Beruflich-schulische Ausbildung (Berufsfachschule, Handelsschule, Vorbereitungsdienst für den mittleren Dienst in der öffentlichen Verwaltung) abgeschlossen",NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Eins","Nein",35,"Angestellte(r)","Ledig","mehrere Personen, und zwar:",2,"mehrere Personen, und zwar:",2,"2 750	 bis unter 	3 000 Euro","801	 bis unter 	1 000 Euro","Gleich gesund/ gleichhäufig krank",2,2,2,2,1,2,2,3,3,2,3,2,3,2,3,2,3,2,3,3,3,2,1,1,1,1,1,3,3,2,3,3,2,1,2,2,4,6,3,4,3,4,3,2,3,4,4,2,3,5,5,3,3,"3 - 5","viel Anteilnahme und Interesse","möglich",2,4,2,4,3,4,4,3,3,4,3,NA,NA,NA,NA,NA,NA,5,NA,NA,"MATH95",NA,6,41,17,4,NA,3,NA,16,6,6,10,23,35,50,9,213,106,18,46,111,24,28,111,88,6,NA,941,NA,2017-09-19 18:32:32,TRUE,FALSE,25,25,0,0,1.39,29,"MATH95",1995-11-16,"weiblich","POSITIV",316,"GBS-02103","JA",616,1,NA,NA,FALSE,"Welle 1"
